HGNC ID	Status	Approved symbol	Approved name
HGNC:35911	Approved	RPS20P7	ribosomal protein S20 pseudogene 7
HGNC:35770	Approved	RPS20P8	ribosomal protein S20 pseudogene 8
HGNC:36472	Approved	RPS20P9	ribosomal protein S20 pseudogene 9
HGNC:36800	Approved	RPS20P10	ribosomal protein S20 pseudogene 10
HGNC:36084	Approved	RPS20P11	ribosomal protein S20 pseudogene 11
HGNC:36519	Approved	RPS20P12	ribosomal protein S20 pseudogene 12
HGNC:36071	Approved	RPS20P13	ribosomal protein S20 pseudogene 13
HGNC:36692	Approved	RPS20P14	ribosomal protein S20 pseudogene 14
HGNC:36340	Approved	RPS20P15	ribosomal protein S20 pseudogene 15
HGNC:35851	Approved	RPS20P16	ribosomal protein S20 pseudogene 16
HGNC:35822	Approved	RPS20P17	ribosomal protein S20 pseudogene 17
HGNC:36937	Approved	RPS20P18	ribosomal protein S20 pseudogene 18
HGNC:36503	Approved	RPS20P19	ribosomal protein S20 pseudogene 19
HGNC:36674	Approved	RPS20P20	ribosomal protein S20 pseudogene 20
HGNC:35993	Approved	RPS20P21	ribosomal protein S20 pseudogene 21
HGNC:36379	Approved	RPS20P22	ribosomal protein S20 pseudogene 22
HGNC:36146	Approved	RPS20P23	ribosomal protein S20 pseudogene 23
HGNC:36283	Approved	RPS20P24	ribosomal protein S20 pseudogene 24
HGNC:35866	Approved	RPS20P25	ribosomal protein S20 pseudogene 25
HGNC:36980	Approved	RPS20P26	ribosomal protein S20 pseudogene 26
HGNC:36154	Approved	RPS20P27	ribosomal protein S20 pseudogene 27
HGNC:36452	Approved	RPS20P28	ribosomal protein S20 pseudogene 28
HGNC:36237	Approved	RPS20P29	ribosomal protein S20 pseudogene 29
HGNC:36626	Approved	RPS20P30	ribosomal protein S20 pseudogene 30
HGNC:35767	Approved	RPS20P31	ribosomal protein S20 pseudogene 31
HGNC:36444	Approved	RPS20P32	ribosomal protein S20 pseudogene 32
HGNC:36725	Approved	RPS20P33	ribosomal protein S20 pseudogene 33
HGNC:36668	Approved	RPS20P34	ribosomal protein S20 pseudogene 34
HGNC:36929	Approved	RPS20P35	ribosomal protein S20 pseudogene 35
HGNC:10409	Approved	RPS21	ribosomal protein S21
HGNC:36401	Approved	RPS21P1	ribosomal protein S21 pseudogene 1
HGNC:36191	Approved	RPS21P2	ribosomal protein S21 pseudogene 2
HGNC:36847	Approved	RPS21P3	ribosomal protein S21 pseudogene 3
HGNC:35922	Approved	RPS21P4	ribosomal protein S21 pseudogene 4
HGNC:36359	Approved	RPS21P5	ribosomal protein S21 pseudogene 5
HGNC:36317	Approved	RPS21P6	ribosomal protein S21 pseudogene 6
HGNC:35577	Approved	RPS21P7	ribosomal protein S21 pseudogene 7
HGNC:39705	Approved	RPS21P8	ribosomal protein S21 pseudogene 8
HGNC:10410	Approved	RPS23	ribosomal protein S23
HGNC:16043	Approved	RPS23P1	ribosomal protein S23 pseudogene 1
HGNC:36568	Approved	RPS23P2	ribosomal protein S23 pseudogene 2
HGNC:35499	Approved	RPS23P3	ribosomal protein S23 pseudogene 3
HGNC:36633	Approved	RPS23P4	ribosomal protein S23 pseudogene 4
HGNC:35726	Approved	RPS23P5	ribosomal protein S23 pseudogene 5
HGNC:36511	Approved	RPS23P6	ribosomal protein S23 pseudogene 6
HGNC:43899	Approved	RPS23P7	ribosomal protein S23 pseudogene 7
HGNC:35982	Approved	RPS23P8	ribosomal protein S23 pseudogene 8
HGNC:48341	Approved	RPS23P9	ribosomal protein S23 pseudogene 9
HGNC:48342	Approved	RPS23P10	ribosomal protein S23 pseudogene 10
HGNC:10411	Approved	RPS24	ribosomal protein S24
HGNC:10412	Approved	RPS24P1	ribosomal protein S24 pseudogene 1
HGNC:19791	Approved	RPS24P2	ribosomal protein S24 pseudogene 2
HGNC:19797	Approved	RPS24P3	ribosomal protein S24 pseudogene 3
HGNC:35852	Approved	RPS24P4	ribosomal protein S24 pseudogene 4
HGNC:36026	Approved	RPS24P5	ribosomal protein S24 pseudogene 5
HGNC:36240	Approved	RPS24P6	ribosomal protein S24 pseudogene 6
HGNC:35737	Approved	RPS24P7	ribosomal protein S24 pseudogene 7
HGNC:37016	Approved	RPS24P8	ribosomal protein S24 pseudogene 8
HGNC:35711	Approved	RPS24P9	ribosomal protein S24 pseudogene 9
HGNC:36554	Approved	RPS24P10	ribosomal protein S24 pseudogene 10
HGNC:36050	Approved	RPS24P11	ribosomal protein S24 pseudogene 11
HGNC:35623	Approved	RPS24P12	ribosomal protein S24 pseudogene 12
HGNC:36805	Approved	RPS24P13	ribosomal protein S24 pseudogene 13
HGNC:35744	Approved	RPS24P14	ribosomal protein S24 pseudogene 14
HGNC:35665	Approved	RPS24P15	ribosomal protein S24 pseudogene 15
HGNC:35542	Approved	RPS24P16	ribosomal protein S24 pseudogene 16
HGNC:36348	Approved	RPS24P17	ribosomal protein S24 pseudogene 17
HGNC:36745	Approved	RPS24P18	ribosomal protein S24 pseudogene 18
HGNC:35683	Approved	RPS24P19	ribosomal protein S24 pseudogene 19
HGNC:10413	Approved	RPS25	ribosomal protein S25
HGNC:34027	Approved	RPS25P1	ribosomal protein S25 pseudogene 1
HGNC:36701	Approved	RPS25P2	ribosomal protein S25 pseudogene 2
HGNC:36073	Approved	RPS25P3	ribosomal protein S25 pseudogene 3
HGNC:35669	Approved	RPS25P4	ribosomal protein S25 pseudogene 4
HGNC:35788	Approved	RPS25P5	ribosomal protein S25 pseudogene 5
HGNC:35532	Approved	RPS25P6	ribosomal protein S25 pseudogene 6
HGNC:36585	Approved	RPS25P7	ribosomal protein S25 pseudogene 7
HGNC:36075	Approved	RPS25P8	ribosomal protein S25 pseudogene 8
HGNC:36936	Approved	RPS25P9	ribosomal protein S25 pseudogene 9
HGNC:36078	Approved	RPS25P10	ribosomal protein S25 pseudogene 10
HGNC:10414	Approved	RPS26	ribosomal protein S26
HGNC:10415	Approved	RPS26P1	ribosomal protein S26 pseudogene 1
HGNC:23662	Approved	RPS26P2	ribosomal protein S26 pseudogene 2
HGNC:23411	Approved	RPS26P3	ribosomal protein S26 pseudogene 3
HGNC:23775	Approved	RPS26P4	ribosomal protein S26 pseudogene 4
HGNC:23776	Approved	RPS26P5	ribosomal protein S26 pseudogene 5
HGNC:31090	Approved	RPS26P6	ribosomal protein S26 pseudogene 6
HGNC:20077	Approved	RPS26P7	ribosomal protein S26 pseudogene 7
HGNC:31329	Approved	RPS26P8	ribosomal protein S26 pseudogene 8
HGNC:31821	Approved	RPS26P9	ribosomal protein S26 pseudogene 9
HGNC:32201	Approved	RPS26P10	ribosomal protein S26 pseudogene 10
HGNC:31817	Approved	RPS26P11	ribosomal protein S26 pseudogene 11
HGNC:35487	Approved	RPS26P12	ribosomal protein S26 pseudogene 12
HGNC:35784	Approved	RPS26P13	ribosomal protein S26 pseudogene 13
HGNC:36992	Approved	RPS26P14	ribosomal protein S26 pseudogene 14
HGNC:35680	Approved	RPS26P15	ribosomal protein S26 pseudogene 15
HGNC:35557	Approved	RPS26P16	ribosomal protein S26 pseudogene 16
HGNC:36681	Approved	RPS26P17	ribosomal protein S26 pseudogene 17
HGNC:35782	Approved	RPS26P18	ribosomal protein S26 pseudogene 18
HGNC:36377	Approved	RPS26P19	ribosomal protein S26 pseudogene 19
HGNC:36485	Approved	RPS26P20	ribosomal protein S26 pseudogene 20
HGNC:36469	Approved	RPS26P21	ribosomal protein S26 pseudogene 21
HGNC:36261	Approved	RPS26P22	ribosomal protein S26 pseudogene 22
HGNC:36332	Approved	RPS26P23	ribosomal protein S26 pseudogene 23
HGNC:36917	Approved	RPS26P24	ribosomal protein S26 pseudogene 24
HGNC:35730	Approved	RPS26P25	ribosomal protein S26 pseudogene 25
HGNC:36029	Approved	RPS26P26	ribosomal protein S26 pseudogene 26
HGNC:35636	Approved	RPS26P27	ribosomal protein S26 pseudogene 27
HGNC:36149	Approved	RPS26P28	ribosomal protein S26 pseudogene 28
HGNC:36456	Approved	RPS26P29	ribosomal protein S26 pseudogene 29
HGNC:35574	Approved	RPS26P30	ribosomal protein S26 pseudogene 30
HGNC:36614	Approved	RPS26P31	ribosomal protein S26 pseudogene 31
HGNC:35753	Approved	RPS26P32	ribosomal protein S26 pseudogene 32
HGNC:36227	Approved	RPS26P33	ribosomal protein S26 pseudogene 33
HGNC:36894	Approved	RPS26P34	ribosomal protein S26 pseudogene 34
HGNC:36229	Approved	RPS26P35	ribosomal protein S26 pseudogene 35
HGNC:36561	Approved	RPS26P36	ribosomal protein S26 pseudogene 36
HGNC:36875	Approved	RPS26P37	ribosomal protein S26 pseudogene 37
HGNC:36406	Approved	RPS26P38	ribosomal protein S26 pseudogene 38
HGNC:36958	Approved	RPS26P39	ribosomal protein S26 pseudogene 39
HGNC:36906	Approved	RPS26P40	ribosomal protein S26 pseudogene 40
HGNC:36062	Approved	RPS26P41	ribosomal protein S26 pseudogene 41
HGNC:36243	Approved	RPS26P42	ribosomal protein S26 pseudogene 42
HGNC:36675	Approved	RPS26P43	ribosomal protein S26 pseudogene 43
HGNC:36927	Approved	RPS26P44	ribosomal protein S26 pseudogene 44
HGNC:36944	Approved	RPS26P45	ribosomal protein S26 pseudogene 45
HGNC:35807	Approved	RPS26P46	ribosomal protein S26 pseudogene 46
HGNC:36368	Approved	RPS26P47	ribosomal protein S26 pseudogene 47
HGNC:35519	Approved	RPS26P48	ribosomal protein S26 pseudogene 48
HGNC:35514	Approved	RPS26P49	ribosomal protein S26 pseudogene 49
HGNC:35615	Approved	RPS26P50	ribosomal protein S26 pseudogene 50
HGNC:36254	Approved	RPS26P51	ribosomal protein S26 pseudogene 51
HGNC:36863	Approved	RPS26P52	ribosomal protein S26 pseudogene 52
HGNC:35582	Approved	RPS26P53	ribosomal protein S26 pseudogene 53
HGNC:36868	Approved	RPS26P54	ribosomal protein S26 pseudogene 54
HGNC:36500	Approved	RPS26P55	ribosomal protein S26 pseudogene 55
HGNC:35858	Approved	RPS26P56	ribosomal protein S26 pseudogene 56
HGNC:36537	Approved	RPS26P57	ribosomal protein S26 pseudogene 57
HGNC:36571	Approved	RPS26P58	ribosomal protein S26 pseudogene 58
HGNC:10416	Approved	RPS27	ribosomal protein S27
HGNC:10417	Approved	RPS27A	ribosomal protein S27a
HGNC:17121	Approved	RPS27AP1	ribosomal protein S27a pseudogene 1
HGNC:16572	Approved	RPS27AP2	ribosomal protein S27a pseudogene 2
HGNC:16538	Approved	RPS27AP3	ribosomal protein S27a pseudogene 3
HGNC:19775	Approved	RPS27AP4	ribosomal protein S27a pseudogene 4
HGNC:36867	Approved	RPS27AP5	ribosomal protein S27a pseudogene 5
HGNC:36236	Approved	RPS27AP6	ribosomal protein S27a pseudogene 6
HGNC:35735	Approved	RPS27AP7	ribosomal protein S27a pseudogene 7
HGNC:36361	Approved	RPS27AP8	ribosomal protein S27a pseudogene 8
HGNC:35630	Approved	RPS27AP9	ribosomal protein S27a pseudogene 9
HGNC:36570	Approved	RPS27AP10	ribosomal protein S27a pseudogene 10
HGNC:36126	Approved	RPS27AP11	ribosomal protein S27a pseudogene 11
HGNC:35732	Approved	RPS27AP12	ribosomal protein S27a pseudogene 12
HGNC:36667	Approved	RPS27AP13	ribosomal protein S27a pseudogene 13
HGNC:36530	Approved	RPS27AP14	ribosomal protein S27a pseudogene 14
HGNC:35817	Approved	RPS27AP15	ribosomal protein S27a pseudogene 15
HGNC:36855	Approved	RPS27AP16	ribosomal protein S27a pseudogene 16
HGNC:36877	Approved	RPS27AP17	ribosomal protein S27a pseudogene 17
HGNC:52299	Approved	RPS27AP18	ribosomal protein S27a pseudogene 18
HGNC:52298	Approved	RPS27AP19	ribosomal protein S27a pseudogene 19
HGNC:18476	Approved	RPS27L	ribosomal protein S27 like
HGNC:23740	Approved	RPS27P1	ribosomal protein S27 pseudogene 1
HGNC:31035	Approved	RPS27P2	ribosomal protein S27 pseudogene 2
HGNC:17445	Approved	RPS27P3	ribosomal protein S27 pseudogene 3
HGNC:16694	Approved	RPS27P4	ribosomal protein S27 pseudogene 4
HGNC:36734	Approved	RPS27P5	ribosomal protein S27 pseudogene 5
HGNC:36163	Approved	RPS27P6	ribosomal protein S27 pseudogene 6
HGNC:35622	Approved	RPS27P7	ribosomal protein S27 pseudogene 7
HGNC:36022	Approved	RPS27P8	ribosomal protein S27 pseudogene 8
HGNC:36964	Approved	RPS27P9	ribosomal protein S27 pseudogene 9
HGNC:35961	Approved	RPS27P10	ribosomal protein S27 pseudogene 10
HGNC:36014	Approved	RPS27P11	ribosomal protein S27 pseudogene 11
HGNC:35843	Approved	RPS27P12	ribosomal protein S27 pseudogene 12
HGNC:36203	Approved	RPS27P13	ribosomal protein S27 pseudogene 13
HGNC:35923	Approved	RPS27P14	ribosomal protein S27 pseudogene 14
HGNC:35863	Approved	RPS27P15	ribosomal protein S27 pseudogene 15
HGNC:36560	Approved	RPS27P16	ribosomal protein S27 pseudogene 16
HGNC:36291	Approved	RPS27P17	ribosomal protein S27 pseudogene 17
HGNC:36296	Approved	RPS27P18	ribosomal protein S27 pseudogene 18
HGNC:36094	Approved	RPS27P19	ribosomal protein S27 pseudogene 19
HGNC:36333	Approved	RPS27P20	ribosomal protein S27 pseudogene 20
HGNC:35826	Approved	RPS27P21	ribosomal protein S27 pseudogene 21
HGNC:36090	Approved	RPS27P22	ribosomal protein S27 pseudogene 22
HGNC:35716	Approved	RPS27P23	ribosomal protein S27 pseudogene 23
HGNC:37005	Approved	RPS27P24	ribosomal protein S27 pseudogene 24
HGNC:36020	Approved	RPS27P25	ribosomal protein S27 pseudogene 25
HGNC:36904	Approved	RPS27P26	ribosomal protein S27 pseudogene 26
HGNC:36043	Approved	RPS27P27	ribosomal protein S27 pseudogene 27
HGNC:36748	Approved	RPS27P28	ribosomal protein S27 pseudogene 28
HGNC:36516	Approved	RPS27P29	ribosomal protein S27 pseudogene 29
HGNC:10418	Approved	RPS28	ribosomal protein S28
HGNC:23561	Approved	RPS28P1	ribosomal protein S28 pseudogene 1
HGNC:36211	Approved	RPS28P2	ribosomal protein S28 pseudogene 2
HGNC:36589	Approved	RPS28P3	ribosomal protein S28 pseudogene 3
HGNC:36208	Approved	RPS28P4	ribosomal protein S28 pseudogene 4
HGNC:36802	Approved	RPS28P5	ribosomal protein S28 pseudogene 5
HGNC:36085	Approved	RPS28P6	ribosomal protein S28 pseudogene 6
HGNC:35787	Approved	RPS28P7	ribosomal protein S28 pseudogene 7
HGNC:36938	Approved	RPS28P8	ribosomal protein S28 pseudogene 8
HGNC:36193	Approved	RPS28P9	ribosomal protein S28 pseudogene 9
HGNC:10419	Approved	RPS29	ribosomal protein S29
HGNC:19783	Approved	RPS29P1	ribosomal protein S29 pseudogene 1
HGNC:31083	Approved	RPS29P2	ribosomal protein S29 pseudogene 2
HGNC:31363	Approved	RPS29P3	ribosomal protein S29 pseudogene 3
HGNC:35908	Approved	RPS29P4	ribosomal protein S29 pseudogene 4
HGNC:35584	Approved	RPS29P5	ribosomal protein S29 pseudogene 5
HGNC:35718	Approved	RPS29P6	ribosomal protein S29 pseudogene 6
HGNC:36594	Approved	RPS29P7	ribosomal protein S29 pseudogene 7
HGNC:36915	Approved	RPS29P8	ribosomal protein S29 pseudogene 8
HGNC:36913	Approved	RPS29P9	ribosomal protein S29 pseudogene 9
HGNC:37006	Approved	RPS29P10	ribosomal protein S29 pseudogene 10
HGNC:36413	Approved	RPS29P11	ribosomal protein S29 pseudogene 11
HGNC:36458	Approved	RPS29P12	ribosomal protein S29 pseudogene 12
HGNC:35818	Approved	RPS29P13	ribosomal protein S29 pseudogene 13
HGNC:36471	Approved	RPS29P14	ribosomal protein S29 pseudogene 14
HGNC:35876	Approved	RPS29P15	ribosomal protein S29 pseudogene 15
HGNC:35560	Approved	RPS29P16	ribosomal protein S29 pseudogene 16
HGNC:35479	Approved	RPS29P17	ribosomal protein S29 pseudogene 17
HGNC:37004	Approved	RPS29P18	ribosomal protein S29 pseudogene 18
HGNC:36118	Approved	RPS29P19	ribosomal protein S29 pseudogene 19
HGNC:36491	Approved	RPS29P20	ribosomal protein S29 pseudogene 20
HGNC:36479	Approved	RPS29P21	ribosomal protein S29 pseudogene 21
HGNC:35799	Approved	RPS29P22	ribosomal protein S29 pseudogene 22
HGNC:35779	Approved	RPS29P23	ribosomal protein S29 pseudogene 23
HGNC:35794	Approved	RPS29P24	ribosomal protein S29 pseudogene 24
HGNC:35649	Approved	RPS29P25	ribosomal protein S29 pseudogene 25
HGNC:36490	Approved	RPS29P26	ribosomal protein S29 pseudogene 26
HGNC:35836	Approved	RPS29P27	ribosomal protein S29 pseudogene 27
HGNC:36830	Approved	RPS29P28	ribosomal protein S29 pseudogene 28
HGNC:52362	Approved	RPS29P29	ribosomal protein S29 pseudogene 29
HGNC:52363	Approved	RPS29P30	ribosomal protein S29 pseudogene 30
HGNC:52364	Approved	RPS29P31	ribosomal protein S29 pseudogene 31
HGNC:52365	Approved	RPS29P32	ribosomal protein S29 pseudogene 32
HGNC:52366	Approved	RPS29P33	ribosomal protein S29 pseudogene 33
HGNC:6502	Approved	RPSA	ribosomal protein SA
HGNC:16560	Approved	RPSAP1	ribosomal protein SA pseudogene 1
HGNC:18771	Approved	RPSAP2	ribosomal protein SA pseudogene 2
HGNC:19792	Approved	RPSAP3	ribosomal protein SA pseudogene 3
HGNC:20018	Approved	RPSAP4	ribosomal protein SA pseudogene 4
HGNC:20139	Approved	RPSAP5	ribosomal protein SA pseudogene 5
HGNC:31458	Approved	RPSAP6	ribosomal protein SA pseudogene 6
HGNC:31461	Approved	RPSAP7	ribosomal protein SA pseudogene 7
HGNC:31462	Approved	RPSAP8	ribosomal protein SA pseudogene 8
HGNC:31463	Approved	RPSAP9	ribosomal protein SA pseudogene 9
HGNC:31460	Approved	RPSAP10	ribosomal protein SA pseudogene 10
HGNC:6503	Approved	RPSAP11	ribosomal protein SA pseudogene 11
HGNC:6504	Approved	RPSAP12	ribosomal protein SA pseudogene 12
HGNC:6505	Approved	RPSAP13	ribosomal protein SA pseudogene 13
HGNC:6506	Approved	RPSAP14	ribosomal protein SA pseudogene 14
HGNC:31464	Approved	RPSAP15	ribosomal protein SA pseudogene 15
HGNC:35478	Approved	RPSAP16	ribosomal protein SA pseudogene 16
HGNC:35707	Approved	RPSAP17	ribosomal protein SA pseudogene 17
HGNC:36106	Approved	RPSAP18	ribosomal protein SA pseudogene 18
HGNC:36508	Approved	RPSAP19	ribosomal protein SA pseudogene 19
HGNC:35595	Approved	RPSAP20	ribosomal protein SA pseudogene 20
HGNC:36928	Approved	RPSAP21	ribosomal protein SA pseudogene 21
HGNC:36435	Approved	RPSAP22	ribosomal protein SA pseudogene 22
HGNC:36742	Approved	RPSAP23	ribosomal protein SA pseudogene 23
HGNC:36362	Approved	RPSAP24	ribosomal protein SA pseudogene 24
HGNC:36405	Approved	RPSAP25	ribosomal protein SA pseudogene 25
HGNC:36195	Approved	RPSAP26	ribosomal protein SA pseudogene 26
HGNC:36650	Approved	RPSAP27	ribosomal protein SA pseudogene 27
HGNC:35612	Approved	RPSAP28	ribosomal protein SA pseudogene 28
HGNC:36680	Approved	RPSAP29	ribosomal protein SA pseudogene 29
HGNC:35861	Approved	RPSAP30	ribosomal protein SA pseudogene 30
HGNC:35558	Approved	RPSAP31	ribosomal protein SA pseudogene 31
HGNC:50310	Approved	RPSAP32	ribosomal protein SA pseudogene 32
HGNC:35556	Approved	RPSAP33	ribosomal protein SA pseudogene 33
HGNC:36643	Approved	RPSAP34	ribosomal protein SA pseudogene 34
HGNC:36447	Approved	RPSAP35	ribosomal protein SA pseudogene 35
HGNC:35727	Approved	RPSAP36	ribosomal protein SA pseudogene 36
HGNC:35844	Approved	RPSAP37	ribosomal protein SA pseudogene 37
HGNC:35963	Approved	RPSAP38	ribosomal protein SA pseudogene 38
HGNC:37040	Approved	RPSAP39	ribosomal protein SA pseudogene 39
HGNC:36828	Approved	RPSAP40	ribosomal protein SA pseudogene 40
HGNC:36663	Approved	RPSAP41	ribosomal protein SA pseudogene 41
HGNC:36265	Approved	RPSAP42	ribosomal protein SA pseudogene 42
HGNC:35501	Approved	RPSAP43	ribosomal protein SA pseudogene 43
HGNC:36891	Approved	RPSAP44	ribosomal protein SA pseudogene 44
HGNC:35857	Approved	RPSAP45	ribosomal protein SA pseudogene 45
HGNC:36082	Approved	RPSAP46	ribosomal protein SA pseudogene 46
HGNC:36162	Approved	RPSAP47	ribosomal protein SA pseudogene 47
HGNC:36646	Approved	RPSAP48	ribosomal protein SA pseudogene 48
HGNC:35660	Approved	RPSAP49	ribosomal protein SA pseudogene 49
HGNC:35896	Approved	RPSAP50	ribosomal protein SA pseudogene 50
HGNC:36224	Approved	RPSAP51	ribosomal protein SA pseudogene 51
HGNC:35752	Approved	RPSAP52	ribosomal protein SA pseudogene 52
HGNC:36641	Approved	RPSAP53	ribosomal protein SA pseudogene 53
HGNC:36373	Approved	RPSAP54	ribosomal protein SA pseudogene 54
HGNC:36921	Approved	RPSAP55	ribosomal protein SA pseudogene 55
HGNC:36018	Approved	RPSAP56	ribosomal protein SA pseudogene 56
HGNC:35889	Approved	RPSAP57	ribosomal protein SA pseudogene 57
HGNC:36809	Approved	RPSAP58	ribosomal protein SA pseudogene 58
HGNC:36957	Approved	RPSAP59	ribosomal protein SA pseudogene 59
HGNC:36331	Approved	RPSAP60	ribosomal protein SA pseudogene 60
HGNC:36760	Approved	RPSAP61	ribosomal protein SA pseudogene 61
HGNC:35583	Approved	RPSAP62	ribosomal protein SA pseudogene 62
HGNC:35581	Approved	RPSAP63	ribosomal protein SA pseudogene 63
HGNC:39642	Approved	RPSAP64	ribosomal protein SA pseudogene 64
HGNC:51914	Approved	RPSAP65	ribosomal protein SA pseudogene 65
HGNC:51916	Approved	RPSAP66	ribosomal protein SA pseudogene 66
HGNC:51918	Approved	RPSAP67	ribosomal protein SA pseudogene 67
HGNC:51920	Approved	RPSAP68	ribosomal protein SA pseudogene 68
HGNC:51922	Approved	RPSAP69	ribosomal protein SA pseudogene 69
HGNC:51923	Approved	RPSAP70	ribosomal protein SA pseudogene 70
HGNC:51924	Approved	RPSAP71	ribosomal protein SA pseudogene 71
HGNC:51925	Approved	RPSAP72	ribosomal protein SA pseudogene 72
HGNC:51926	Approved	RPSAP73	ribosomal protein SA pseudogene 73
HGNC:51928	Approved	RPSAP74	ribosomal protein SA pseudogene 74
HGNC:51929	Approved	RPSAP75	ribosomal protein SA pseudogene 75
HGNC:51930	Approved	RPSAP76	ribosomal protein SA pseudogene 76
HGNC:26809	Approved	RPTN	repetin
HGNC:30287	Approved	RPTOR	regulatory associated protein of MTOR complex 1
HGNC:14173	Approved	RPUSD1	RNA pseudouridylate synthase domain containing 1
HGNC:24180	Approved	RPUSD2	RNA pseudouridylate synthase domain containing 2
HGNC:28437	Approved	RPUSD3	RNA pseudouridylate synthase domain containing 3
HGNC:25898	Approved	RPUSD4	RNA pseudouridylate synthase domain containing 4
HGNC:10446	Approved	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
HGNC:16963	Approved	RRAGA	Ras related GTP binding A
HGNC:20242	Approved	RRAGAP1	Ras related GTP binding A pseudogene 1
HGNC:19901	Approved	RRAGB	Ras related GTP binding B
HGNC:19902	Approved	RRAGC	Ras related GTP binding C
HGNC:19903	Approved	RRAGD	Ras related GTP binding D
HGNC:10447	Approved	RRAS	RAS related
HGNC:17271	Approved	RRAS2	RAS related 2
HGNC:10448	Approved	RRBP1	ribosome binding protein 1
HGNC:10449	Approved	RREB1	ras responsive element binding protein 1
HGNC:10450	Approved	RRH	retinal pigment epithelium-derived rhodopsin homolog
HGNC:10451	Approved	RRM1	ribonucleotide reductase catalytic subunit M1
HGNC:40512	Approved	RRM1-AS1	RRM1 antisense RNA 1
HGNC:10452	Approved	RRM2	ribonucleotide reductase regulatory subunit M2
HGNC:17296	Approved	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
HGNC:10453	Entry Withdrawn	RRM2P1	entry withdrawn
HGNC:10454	Approved	RRM2P2	ribonucleotide reductase M2 polypeptide pseudogene 2
HGNC:10455	Approved	RRM2P3	ribonucleotide reductase M2 polypeptide pseudogene 3
HGNC:10456	Approved	RRM2P4	ribonucleotide reductase M2 polypeptide pseudogene 4
HGNC:30346	Approved	RRN3	RRN3 homolog, RNA polymerase I transcription factor
HGNC:30548	Approved	RRN3P1	RRN3 homolog, RNA polymerase I transcription factor pseudogene 1
HGNC:37619	Approved	RRN3P2	RRN3 homolog, RNA polymerase I transcription factor pseudogene 2
HGNC:37620	Approved	RRN3P3	RRN3 homolog, RNA polymerase I transcription factor pseudogene 3
HGNC:24273	Approved	RRNAD1	ribosomal RNA adenine dimethylase domain containing 1
HGNC:18785	Approved	RRP1	ribosomal RNA processing 1
HGNC:23818	Approved	RRP1B	ribosomal RNA processing 1B
HGNC:24286	Approved	RRP7A	ribosomal RNA processing 7 homolog A
HGNC:30454	Approved	RRP7BP	ribosomal RNA processing 7 homolog B, pseudogene
HGNC:29030	Approved	RRP8	ribosomal RNA processing 8
HGNC:16829	Approved	RRP9	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein
HGNC:29100	Approved	RRP12	ribosomal RNA processing 12 homolog
HGNC:24255	Approved	RRP15	ribosomal RNA processing 15 homolog
HGNC:21374	Approved	RRP36	ribosomal RNA processing 36
HGNC:17083	Approved	RRS1	ribosome biogenesis regulator homolog
HGNC:50465	Approved	RRS1-AS1	RRS1 antisense RNA 1 (head to head)
HGNC:10457	Approved	RS1	retinoschisin 1
HGNC:25634	Approved	RSAD1	radical S-adenosyl methionine domain containing 1
HGNC:30908	Approved	RSAD2	radical S-adenosyl methionine domain containing 2
HGNC:25642	Approved	RSBN1	round spermatid basic protein 1
HGNC:24765	Approved	RSBN1L	round spermatid basic protein 1 like
HGNC:10458	Approved	RSC1A1	regulator of solute carriers 1
HGNC:18118	Approved	RSF1	remodeling and spacing factor 1
HGNC:41439	Approved	RSF1-IT1	RSF1 intronic transcript 1
HGNC:41438	Approved	RSF1-IT2	RSF1 intronic transcript 2
HGNC:28127	Approved	RSG1	REM2 and RAB like small GTPase 1
HGNC:24534	Approved	RSL1D1	ribosomal L1 domain containing 1
HGNC:18479	Approved	RSL24D1	ribosomal L24 domain containing 1
HGNC:13979	Approved	RSL24D1P1	ribosomal L24 domain containing 1 pseudogene 1
HGNC:37867	Approved	RSL24D1P2	ribosomal L24 domain containing 1 pseudogene 2
HGNC:37883	Approved	RSL24D1P3	ribosomal L24 domain containing 1 pseudogene 3
HGNC:37884	Approved	RSL24D1P4	ribosomal L24 domain containing 1 pseudogene 4
HGNC:37870	Approved	RSL24D1P5	ribosomal L24 domain containing 1 pseudogene 5
HGNC:37876	Approved	RSL24D1P6	ribosomal L24 domain containing 1 pseudogene 6
HGNC:37877	Approved	RSL24D1P7	ribosomal L24 domain containing 1 pseudogene 7
HGNC:37873	Approved	RSL24D1P8	ribosomal L24 domain containing 1 pseudogene 8
HGNC:37880	Approved	RSL24D1P9	ribosomal L24 domain containing 1 pseudogene 9
HGNC:37875	Approved	RSL24D1P10	ribosomal L24 domain containing 1 pseudogene 10
HGNC:37881	Approved	RSL24D1P11	ribosomal L24 domain containing 1 pseudogene 11
HGNC:12371	Approved	RSPH1	radial spoke head 1 homolog
HGNC:21054	Approved	RSPH3	radial spoke head 3 homolog
HGNC:21558	Approved	RSPH4A	radial spoke head 4 homolog A
HGNC:14241	Approved	RSPH6A	radial spoke head 6 homolog A
HGNC:21057	Approved	RSPH9	radial spoke head 9 homolog
HGNC:27362	Approved	RSPH10B	radial spoke head 10 homolog B
HGNC:34385	Approved	RSPH10B2	radial spoke head 10 homolog B2
